,make_source,make_target,match_type,confirmed
2092,FUJITSU PERSONAL SYSTEMS,Fujitsu,first_1_words,TRUE
2096,Fairbanks Manufacturing,Fairbanks,first_1_words,TRUE
2097,Falcon Products Inc,Falcon,first_1_words,TRUE
2102,Faxitron Bioptics,Faxitron,first_1_words,TRUE
2103,Faxitron Bioptics LLC,Faxitron,first_1_words,TRUE
2104,"Faxitron Bioptics, LLC",Faxitron,first_1_words,TRUE
2105,Faxitron-Bioptics,Faxitron,first_1_words,TRUE
2107,Fenwal Electronics Inc,Fenwal,first_1_words,TRUE
2108,Fenwal Inc,Fenwal,first_1_words,TRUE
2109,Ferno Ille,Ferno,first_1_words,TRUE
2110,Ferno Washington,Ferno,first_1_words,TRUE
2111,Ferraris,Ferraris Respiratory,first_1_words,TRUE
2112,Ferraris Medical Inc A Ferraris Group Co,Ferraris Respiratory,first_1_words,TRUE
2131,Fisher Healthcare,Fisher Scientific,first_1_words,TRUE
2132,Fisher Healthcare Div Thermo Fisher Scientific Inc,Fisher Scientific,first_1_words,TRUE
2143,FlowCardia  Inc,FlowCardia,first_1_words,TRUE
2147,Fluke Corp.,Fluke Networks,first_1_words,TRUE
2148,Fluke Corporation,Fluke Networks,first_1_words,TRUE
2149,Fluke Industrial,Fluke Networks,first_1_words,TRUE
2155,Follett,Follett Corporation,first_1_words,TRUE
2156,Follett Corp,Follett Corporation,first_1_words,TRUE
2157,Ford Motor Co,Ford,first_1_words,TRUE
2158,Ford Motor Company,Ford,first_1_words,TRUE
2167,Fotodyne,"Fotodyne, Inc. ",first_1_words,TRUE
2169,FreeMotion Fitness,FreeMotion,first_1_words,TRUE
2171,Fresenius,Fresenius Medical care,first_1_words,TRUE
2172,Fresenius Inc,Fresenius Medical care,first_1_words,TRUE
2174,Fresenius USA Inc,Fresenius Medical care,first_1_words,TRUE
2177,Frye Electronics Inc,Frye,first_1_words,TRUE
2178,FujiFilm HealthCare,FUJIFILM SonoSite,first_1_words,TRUE
2180,Fujifilm Medical Systems,FUJIFILM SonoSite,first_1_words,TRUE
2183,Fujinon Inc,Fujinon,first_1_words,TRUE
2184,Fujinon Inc Medical Div,Fujinon,first_1_words,TRUE
2200,GAMMEX LASERS CORP,"Gammex, Inc.",first_1_words,TRUE
2201,GAST MFG,Gast Manufacturing,first_1_words,TRUE
2228,"GENESIS BIOSYSTEMS, INC.",GENESIS BPS,first_1_words,TRUE
2238,GFMD / Global Focus Mkt. Dist.,GFMD,first_1_words,TRUE
2254,GOMCO SURGICAL MFG CO,Gomco,first_1_words,TRUE
2262,GRASS INSTRUMENTS,Grass-Telefactor,first_1_words,TRUE
2265,GRIFOLS USA,Grifols,first_1_words,TRUE
2272,GUIDANT CORP,Guidant,first_1_words,TRUE
2275,GYNECARE ETHICON INC.,GYNECARE,first_1_words,TRUE
2277,GYRUS ENT LLC,Gyrus Medical,first_1_words,TRUE
2281,Gambro Bct Inc,Gambro,first_1_words,TRUE
2282,Gambro Dasco SpA,Gambro,first_1_words,TRUE
2287,Gammex,"Gammex, Inc.",first_1_words,TRUE
2291,Gast Mfg Inc Unit IDEX Corp,Gast Manufacturing,first_1_words,TRUE
2294,Gaumard Scientific Co Inc,Gaumard,first_1_words,TRUE
2295,Gaymar / Stryker,Gaymar Industries,first_1_words,TRUE
2299,Gaymar/ Stryker Medical,Gaymar Industries,first_1_words,TRUE
2306,GenMark Diagnostics Inc,Genmark,first_1_words,TRUE
2307,GenMark Diagnostics Inc.,Genmark,first_1_words,TRUE
2309,Gendex / Dentsply,Gendex,first_1_words,TRUE
2310,Gendex Corp Div Dentsply International Inc,Gendex,first_1_words,TRUE
2311,Gendex Dental Systems,Gendex,first_1_words,TRUE
2312,Gendex-Del Medical Imaging Cor,Gendex,first_1_words,TRUE
2323,Genesis,GENESIS BPS,first_1_words,TRUE
2325,Genesis Medical,GENESIS BPS,first_1_words,TRUE
2330,Gentec-E,GENTEC,first_1_words,TRUE
2335,Germfree Labs,Germfree,first_1_words,TRUE
2337,Getinge / Maquet,Getinge/Castle,first_1_words,TRUE
2338,Getinge Group,Getinge/Castle,first_1_words,TRUE
2339,Getinge USA,Getinge/Castle,first_1_words,TRUE
2340,Getinge USA Inc,Getinge/Castle,first_1_words,TRUE
2341,"Getinge USA Sales, LLC",Getinge/Castle,first_1_words,TRUE
2342,Gfmd Ltd,GFMD,first_1_words,TRUE
2367,Gomco Surgical Mfg Co,Gomco,first_1_words,TRUE
2374,Grace Medical,Grace,first_1_words,TRUE
2376,Graham Field(GF) Health Prod. ,Graham-Field,first_1_words,TRUE
2383,Grant Instruments,Grant-Bio,first_1_words,TRUE
2384,Graseby,Graseby Medical,first_1_words,TRUE
2392,"Grifols Diagnostic Solutions, Inc,",Grifols,first_1_words,TRUE
2393,Grifols Diagnostics,Grifols,first_1_words,TRUE
2398,Guidant Corp,Guidant,first_1_words,TRUE
2403,Gynecare Ethicon,GYNECARE,first_1_words,TRUE
2404,Gynecare Ethicon Inc A Johnson & Johnson Co,GYNECARE,first_1_words,TRUE
2405,Gynex Corporation,Gynex,first_1_words,TRUE
2406,Gyrus,Gyrus Medical,first_1_words,TRUE
2412,HACH CO,Hach,first_1_words,TRUE
2413,HACKER INSTRUMENTS INC.,Hacker,first_1_words,TRUE
2414,HAEMONETICS CORP,Haemonetics,first_1_words,TRUE
2419,HAMILTON INDUSTRIES,Hamilton Thorne,first_1_words,TRUE
2424,HARD Manufacturing Co,Hard,first_1_words,TRUE
2425,HARD Mfg Co Inc,Hard,first_1_words,TRUE
2435,HEALTHMARK INDUSTRIES CO INC,Healthmark,first_1_words,TRUE
2436,HEALTHSMART INTERNATIONAL,HealthSmart,first_1_words,TRUE
2439,HEINE USA,HEINE Optotechnik,first_1_words,TRUE
2440,HEINE USA LTD,HEINE Optotechnik,first_1_words,TRUE
2441,HELENA LABS,Helena Point of Care,first_1_words,TRUE
2443,HEMATECHNOLOGIES (USA),HemaTechnologies,first_1_words,TRUE
2447,HERAEUS INSTRUMENTS INC,Heraeus,first_1_words,TRUE
2448,HERAEUS LASERSONICS INC,Heraeus,first_1_words,TRUE
2453,HITACHI DENSHI AMERICA LT,Hitachi Data Systems ,first_1_words,TRUE
2454,HITACHI HEALTHCARE AMERICA CORPO,Hitachi Data Systems ,first_1_words,TRUE
2455,HITACHI INSTRUMENTS INC,Hitachi Data Systems ,first_1_words,TRUE
2456,HITACHI SCIENTIFIC INSTRU,Hitachi Data Systems ,first_1_words,TRUE
2466,HOIST FITNESS SYSTEM,Hoist,first_1_words,TRUE
2468,"HOLOGIC, INC",Hologic,first_1_words,TRUE
2469,"HOLOGIC, INC.",Hologic,first_1_words,TRUE
2471,HONEYWELL HOMMED,Honeywell,first_1_words,TRUE
2472,HONEYWELL/BULL COMPUTERS,Honeywell,first_1_words,TRUE
2474,HORIBA Instruments Inc,Horiba,first_1_words,TRUE
2475,HOSPIRA HEALTHCARE CORP,Hospira,first_1_words,TRUE
2486,HYGENIC CORPORATION,Hygenic,first_1_words,TRUE
2495,Hacker Instrument,Hacker,first_1_words,TRUE
2496,Hacker Instrument Co.,Hacker,first_1_words,TRUE
2499,Haemonetics Comp.,Haemonetics,first_1_words,TRUE
2500,Haemonetics Corp,Haemonetics,first_1_words,TRUE
2501,Haemonetics Corporation,Haemonetics,first_1_words,TRUE
2502,Haemoscope Corporation,Haemoscope,first_1_words,TRUE
2508,Halyard Health,Halyard,first_1_words,TRUE
2509,"Halyard Health, Inc.",Halyard,first_1_words,TRUE
2521,Handler Mfg Co Inc,Handler,first_1_words,TRUE
2522,"Handler Mfg. Co., Inc.",Handler,first_1_words,TRUE
2530,Hard Manufacturing,Hard,first_1_words,TRUE
2560,Healthdyne Technologies Inc,Healthdyne,first_1_words,TRUE
2563,Healthmark Industries,Healthmark,first_1_words,TRUE
2564,Healthmark Ltd.,Healthmark,first_1_words,TRUE
2570,HeartSine Technologies,Heartsine,first_1_words,TRUE
2571,"HeartSine Technologies, LTD",Heartsine,first_1_words,TRUE
2577,Heine Germany,HEINE Optotechnik,first_1_words,TRUE
2578,Heine USA,HEINE Optotechnik,first_1_words,TRUE
2579,Heine USA Ltd,HEINE Optotechnik,first_1_words,TRUE
2586,Helmer Inc,Helmer,first_1_words,TRUE
2587,"Helmer Labs, Inc.",Helmer,first_1_words,TRUE
2588,Helmer Scientific,Helmer,first_1_words,TRUE
2597,Hemco,Hemco Corporation,first_1_words,TRUE
2598,HemoCue America,Hemocue,first_1_words,TRUE
2614,Heraeus Group,Heraeus,first_1_words,TRUE
2615,Heraeus Instruments,Heraeus,first_1_words,TRUE
2616,Heraeus Instruments Inc,Heraeus,first_1_words,TRUE
2621,Hettich Instruments,Hettich,first_1_words,TRUE
2622,Hettich Instruments LP,Hettich,first_1_words,TRUE
2623,Hettich Instruments lp,Hettich,first_1_words,TRUE
2624,Hettich Zentrifugen,Hettich,first_1_words,TRUE
2625,Hettich/Zentrifugen,Hettich,first_1_words,TRUE
2642,Hitachi Aloka Medical Ltd.,Hitachi Data Systems ,first_1_words,TRUE
2643,Hitachi Healthcare Americas Corporation,Hitachi Data Systems ,first_1_words,TRUE
2644,Hitachi High-Technologies America Inc,Hitachi Data Systems ,first_1_words,TRUE
2645,Hitachi Medical Corp,Hitachi Data Systems ,first_1_words,TRUE
2646,Hitachi Medical Systems America Inc,Hitachi Data Systems ,first_1_words,TRUE
2648,Hobart Corp,Hobart,first_1_words,TRUE
2649,Hoefer Inc,Hoefer Scientific Instruments,first_1_words,TRUE
2652,Hogentogler & Co,Hogentogler,first_1_words,TRUE
2654,Hoist Fitness,Hoist,first_1_words,TRUE
2659,Hologic GEN-PROBE INC,Hologic,first_1_words,TRUE
2660,Hologic Gen-Probe Inc Div Hologic Inc,Hologic,first_1_words,TRUE
2661,Hologic Inc,Hologic,first_1_words,TRUE
2662,Hologic LP,Hologic,first_1_words,TRUE
2666,Honeywell Safety Products,Honeywell,first_1_words,TRUE
2667,Honeywell Safety Products A Honeywell Co,Honeywell,first_1_words,TRUE
2670,Hoshizaki America,Hoshizaki,first_1_words,TRUE
2672,Hospira Inc.,Hospira,first_1_words,TRUE
2674,HoverTech,HoverTech International,first_1_words,TRUE
2681,Hoyer GmbH,Hoyer,first_1_words,TRUE
2689,Huestis Medical,Huestis,first_1_words,TRUE
2695,Huntleigh USA Corp.,Huntleigh Technology,first_1_words,TRUE
2703,Hygenic Corp,Hygenic,first_1_words,TRUE
2716,ICAD Inc,iCAD,first_1_words,TRUE
2754,INTEGRA NEUROSCIENCES,INTEGRA Biosciences,first_1_words,TRUE
2757,INTERMEC TECHNOLOGY,Intermec,first_1_words,TRUE
2766,INVACARE CORP,Invacare,first_1_words,TRUE
2767,INVACARE LTD,Invacare,first_1_words,TRUE
2769,IOMED INC,IOMED,first_1_words,TRUE
2770,IOMED Inc,IOMED,first_1_words,TRUE
2773,IRIDEX Corp,IRIDEX,first_1_words,TRUE
2774,IRIDEX Corp.(IRIS Medical),IRIDEX,first_1_words,TRUE
2778,IRIS Sample Processing,Iris Medical,first_1_words,TRUE
2779,IRadimed Corp,iRadimed,first_1_words,TRUE
2780,IRadimed Corp.,iRadimed,first_1_words,TRUE
2789,IVAC Medical Systems,IVAC,first_1_words,TRUE
2794,Icare Finland Oy,ICare,first_1_words,TRUE
2795,Icare USA,ICare,first_1_words,TRUE
2796,Icare USA Inc,ICare,first_1_words,TRUE
2801,Ideal Products,IDEAL,first_1_words,TRUE
2807,Ikegami Electronics (USA) Inc,Ikegami,first_1_words,TRUE
2808,Ille,Ille Electric Co.,first_1_words,TRUE
2811,Illumina Inc,illumina,first_1_words,TRUE
2821,Imex Medical Limited,Imex,first_1_words,TRUE
2822,Imex Medical Nicolet Vascular Inc,Imex,first_1_words,TRUE
2823,Imex Medical Systems Inc,Imex,first_1_words,TRUE
2825,Immucor Inc,Immucor,first_1_words,TRUE
2826,Immucor Inc.,Immucor,first_1_words,TRUE
2833,InBody USA,InBody,first_1_words,TRUE
2836,Inbody Co.,InBody,first_1_words,TRUE
2844,Ingmar Medical,IngMar,first_1_words,TRUE
2850,Insightec INC,Insightec,first_1_words,TRUE
2852,Insize LLC,Insize,first_1_words,TRUE
2855,Instromedix A Card Guard Co,Instromedix,first_1_words,TRUE
2859,Instrumentarium Comp.,Instrumentarium Imaging,first_1_words,TRUE
2860,Instrumentation Lab,Instrumentation Laboratory,first_1_words,TRUE
2868,Integra Lifesciences(Luxtec),INTEGRA Biosciences,first_1_words,TRUE
2869,Integra NeuroSciences Inc.,INTEGRA Biosciences,first_1_words,TRUE
2870,Integra Padgett Instruments,INTEGRA Biosciences,first_1_words,TRUE
2871,Integra-LUXTEC,INTEGRA Biosciences,first_1_words,TRUE
2872,Intel Corp,Intel,first_1_words,TRUE
2879,Interacoustics A/S,Interacoustics,first_1_words,TRUE
2880,Interacoustics USA Sub William Demant Group,Interacoustics,first_1_words,TRUE
2891,International Technidyne(ITC) ,International Technidyne,first_1_words,TRUE
2894,Intoximeters,"Intoximeters, Inc",first_1_words,TRUE
2902,Invacare Comp.,Invacare,first_1_words,TRUE
2903,Invacare Corp,Invacare,first_1_words,TRUE
2904,Invitrogen Corporation,Invitrogen,first_1_words,TRUE
2905,Invivo Corp,Invivo,first_1_words,TRUE
2906,Invivo Corp.,Invivo,first_1_words,TRUE
2907,Invivo Research Inc,Invivo,first_1_words,TRUE
2910,Iradimed Corporation,iRadimed,first_1_words,TRUE
2912,Iridex Corporation,IRIDEX,first_1_words,TRUE
2913,Iris Diagnostic Inc,Iris Medical,first_1_words,TRUE
2915,Iris Sample Processing,Iris Medical,first_1_words,TRUE
2921,Ivac Corp,IVAC,first_1_words,TRUE
2934,JEDMED INSTRUMENT CO,JEDMED,first_1_words,TRUE
2935,JEDMED Instrument Co,JEDMED,first_1_words,TRUE
2938,JEWETT INC,Jewett,first_1_words,TRUE
2951,Jamar Health Products Inc,Jamar,first_1_words,TRUE
2952,Jamar Technologies,Jamar,first_1_words,TRUE
2960,Jedmed Instrument Co,JEDMED,first_1_words,TRUE
2963,Jerome Industries,Jerome,first_1_words,TRUE
2964,Jewett Refrigerator,Jewett,first_1_words,TRUE
2966,Joerns Healthcare,Joerns,first_1_words,TRUE
2967,Joerns Healthcare Inc,Joerns,first_1_words,TRUE
2986,Jouan Inc,Jouan,first_1_words,TRUE
2987,Jouan SA,Jouan,first_1_words,TRUE
2989,Just Right Surgical LLC,Just Rite,first_1_words,TRUE
2997,KAVO AMERICA CORPORATION,KaVo,first_1_words,TRUE
3004,KELVINATOR SCIENTIFIC,Kelvinator,first_1_words,TRUE
3005,KENDALL CO LP (SHERIDAN),Kendall,first_1_words,TRUE
3006,KENDALL HEALTHCARE PRODUCTS LP A TYCO HEALTHCARE GROUP CO,Kendall,first_1_words,TRUE
3007,KENDALL SHERWOOD-DAVIS &,Kendall,first_1_words,TRUE
3011,KENT,Kent Scientific,first_1_words,TRUE
3013,KERN L CO,Kern,first_1_words,TRUE
3020,KONICA MEDICAL IMAGING INC,Konica Minolta,first_1_words,TRUE
3024,KaVo Dental,KaVo,first_1_words,TRUE
3034,Kavo America,KaVo,first_1_words,TRUE
3035,Kavo Dental Corporation,KaVo,first_1_words,TRUE
3042,Keeler Instruments,Keeler,first_1_words,TRUE
3043,Keeler Instruments Inc A Halma Co,Keeler,first_1_words,TRUE
3047,Kendall Healthcare,Kendall,first_1_words,TRUE
3048,Kendall Healthcare Products,Kendall,first_1_words,TRUE
3053,Kent Imaging,Kent Scientific,first_1_words,TRUE
3055,Kerr Corp,Kerr,first_1_words,TRUE
3063,Kinetec S. A.,Kinetec Spectra,first_1_words,TRUE
3064,Kinex Medical Co,Kinex,first_1_words,TRUE
3068,Kirwan Surgical Products,Kirwan,first_1_words,TRUE
3074,Kodak Health Imaging Systems Inc Sub Eastman Kodak Co,Kodak,first_1_words,TRUE
3083,Koven Technologies,Koven Technology,first_1_words,TRUE
3088,Kowa,Kowa Optimed,first_1_words,TRUE
3089,Kowa American Corp,Kowa Optimed,first_1_words,TRUE
3105,LABORIE International,Laborie,first_1_words,TRUE
3106,LABORIE MEDICAL TECHNOLOGIES CORP.,Laborie,first_1_words,TRUE
3107,LABORIE USA,Laborie,first_1_words,TRUE
3108,LAERDAL MEDICAL CORP,Laerdal,first_1_words,TRUE
3109,LAERDAL MEDICAL CORP.,Laerdal,first_1_words,TRUE
3113,LANDICE INC,Landice,first_1_words,TRUE
3120,LEADER INSTRUMENTS,Leader,first_1_words,TRUE
3121,LEADER INSTRUMENTS CORP,Leader,first_1_words,TRUE
3122,LEICA INC MICROSCOPY,Leica,first_1_words,TRUE
3123,LEICA MICROSYSTEMS INC,Leica,first_1_words,TRUE
3125,LEISEGANG MEDICAL INC,Leisegang,first_1_words,TRUE
3126,LEISEGANG MEDICAL INC.,Leisegang,first_1_words,TRUE
3127,LEITZ INC,Leitz,first_1_words,TRUE
3138,LIFESCAN INC.,Lifescan,first_1_words,TRUE
3139,LIKO AB,Liko,first_1_words,TRUE
3141,LINAK US Inc,Linak,first_1_words,TRUE
3145,LIVANOVA USA INC,LivaNova,first_1_words,TRUE
3151,LOMBART INSTRUMENT,Lombart,first_1_words,TRUE
3152,LORAD BREAST IMAGING  A HOLOGIC CO,Lorad,first_1_words,TRUE
3158,LUMENIS INC,Lumenis,first_1_words,TRUE
3160,LUMINEX (fORMERLY NANOSPHERE),Luminex,first_1_words,TRUE
3161,LUNAR CORP,Lunar,first_1_words,TRUE
3176,Labconco Corp,Labconco,first_1_words,TRUE
3177,Labconco Corp.,Labconco,first_1_words,TRUE
3178,Labconco Corporation,Labconco,first_1_words,TRUE
3187,Laborie International,Laborie,first_1_words,TRUE
3188,Laborie Medical Technologies,Laborie,first_1_words,TRUE
3189,Labsystems Diagnostics OY,Labsystems,first_1_words,TRUE
3191,Laerdal Medical,Laerdal,first_1_words,TRUE
3192,Laerdal Medical Corp,Laerdal,first_1_words,TRUE
3194,Lakeside Healthcare,Lakeside,first_1_words,TRUE
3199,Landice Inc,Landice,first_1_words,TRUE
3210,Laxco Inc,Laxco,first_1_words,TRUE
3213,Legrand North America LLC,Legrand,first_1_words,TRUE
3215,Leica Biosystems,Leica,first_1_words,TRUE
3216,Leica Biosystems Inc,Leica,first_1_words,TRUE
3217,Leica Inc,Leica,first_1_words,TRUE
3218,Leica Microsystems,Leica,first_1_words,TRUE
3219,Leica Microsystems Inc,Leica,first_1_words,TRUE
3220,"Leica Microsystems, Inc.",Leica,first_1_words,TRUE
3221,Leisegang Medical,Leisegang,first_1_words,TRUE
3222,Leisegang Medical Inc,Leisegang,first_1_words,TRUE
3224,Leitz Wetzlar,Leitz,first_1_words,TRUE
3238,Liebert Corp,Liebert,first_1_words,TRUE
3239,Life Design Systems (Bird),Life-Tech,first_1_words,TRUE
3243,Life Support Products Inc,Life-Tech,first_1_words,TRUE
3244,Life Systems International,Life-Tech,first_1_words,TRUE
3254,Lifeloc Technologies Inc,Lifeloc,first_1_words,TRUE
3257,Liko Inc A Hill-Rom Co,Liko,first_1_words,TRUE
3258,Linet Americas,Linet,first_1_words,TRUE
3267,LiteCure LLC,LiteCure,first_1_words,TRUE
3270,LivaNova USA Inc,LivaNova,first_1_words,TRUE
3277,Lode BV,Lode,first_1_words,TRUE
3278,Lode Medical Technology Corp,Lode,first_1_words,TRUE
3282,Lombart Lenses Ltd,Lombart,first_1_words,TRUE
3287,Ludlum Corp.,Ludlum Measurements,first_1_words,TRUE
3290,Lumenis Inc,Lumenis,first_1_words,TRUE
3291,Lumenis LTD,Lumenis,first_1_words,TRUE
3293,Lumeon (Physician Sales And Services),Lumeon,first_1_words,TRUE
3294,Lumeon Ltd.,Lumeon,first_1_words,TRUE
3297,Luminetx Corp,Luminetx,first_1_words,TRUE
3299,Luminex Corp,Luminex,first_1_words,TRUE
3300,Luminex Corp.,Luminex,first_1_words,TRUE
3301,Luminex Corporation,Luminex,first_1_words,TRUE
3305,Lutronic Corp,Lutronic Corporation,first_1_words,TRUE
3307,Luxo,Luxo Lamp Co.,first_1_words,TRUE
3308,Luxo Corp.,Luxo Lamp Co.,first_1_words,TRUE
3311,Luxtec Corp,Luxtec,first_1_words,TRUE
3312,Luxtec Corp.,Luxtec,first_1_words,TRUE
3313,Luxtec Div LXU Health Care Inc,Luxtec,first_1_words,TRUE
3326,MABIS DMI Healthcare Prod.,Mabis,first_1_words,TRUE
3327,MABIS HEALTHCARE,Mabis,first_1_words,TRUE
3330,MACHIDA INC,Machida,first_1_words,TRUE
3331,MADA,MADA Medical,first_1_words,TRUE
3334,MAICO DIAGNOSTICS,Maico,first_1_words,TRUE
3335,MAICO Diagnostics US,Maico,first_1_words,TRUE
3336,MAKO,Mako Surgical,first_1_words,TRUE
3337,MALLINCKRODT MEDICAL INC.,Mallinckrodt,first_1_words,TRUE
3339,MAQUET Inc A Getinge Group Co,MAQUET,first_1_words,TRUE
3340,MAQUET Medical Systems USA,MAQUET,first_1_words,TRUE
3342,MARCO,Marco Ophthalmic,first_1_words,TRUE
3343,MARCO PRODUCTS CO,Marco Ophthalmic,first_1_words,TRUE
3344,MARQUETTE MEDICAL SYSTEMS,Marquette,first_1_words,TRUE
3345,MARVEL GROUP CORP,Marvel,first_1_words,TRUE
3346,MASIMO CORP,Masimo Set,first_1_words,TRUE
3349,MATRIX CORP,Matrix Instruments,first_1_words,TRUE
3354,MAXTEC INC,Maxtec,first_1_words,TRUE
3360,MCKESSON CORP,McKesson,first_1_words,TRUE
3361,MCKESSON MEDICAL-SURGICAL DIV MCKESSON CORP,McKesson,first_1_words,TRUE
3375,MEDASONICS INC,Medasonics,first_1_words,TRUE
3377,MEDELA INC,Medela,first_1_words,TRUE
3379,MEDGYN PRODUCTS INC,Medgyn,first_1_words,TRUE
3380,"MEDGYN PRODUCTS, INC",Medgyn,first_1_words,TRUE
3401,"MEDLINE INDUSTRIES, INC.",Medline,first_1_words,TRUE
3402,"MEDPLUS, INC.",MedPlus,first_1_words,TRUE
3403,MEDRAD Inc Unit of Bayer Medical Care,Medrad,first_1_words,TRUE
3404,MEDTRONIC BIO-MEDICUS INC DIV MEDTRONIC INC,Medtronic,first_1_words,TRUE
3405,MEDTRONIC EMERGENCY RESPONSE SYSTEMS,Medtronic,first_1_words,TRUE
3406,MEDTRONIC FUNCTIONAL DIAG,Medtronic,first_1_words,TRUE
3407,MEDTRONIC INC CARDIOVASCULAR SECTOR,Medtronic,first_1_words,TRUE
3408,MEDTRONIC INC POWERED SURGICAL SOLUTIONS,Medtronic,first_1_words,TRUE
3409,MEDTRONIC NAVIGATION,Medtronic,first_1_words,TRUE
3410,MEDTRONIC NAVIGATION INC,Medtronic,first_1_words,TRUE
3411,MEDTRONIC NEUROSURGERY DIV MEDTRONIC INC,Medtronic,first_1_words,TRUE
3412,MEDTRONIC PERFUSION SYSTEMS DIV MEDTRONIC INC,Medtronic,first_1_words,TRUE
3413,MEDTRONIC PHYSIO-CONTROL,Medtronic,first_1_words,TRUE
3414,MEDTRONIC XOMED SURGICAL PRODUCTS INC DIV MEDTRON,Medtronic,first_1_words,TRUE
3415,MEDTRONIC XOMED SURGICAL PRODUCTS INC DIV MEDTRONIC INC,Medtronic,first_1_words,TRUE
3420,MENTOR CORP,Mentor,first_1_words,TRUE
3423,MESA MEDICAL,Mesa Labs,first_1_words,TRUE
3430,METTLER INSTRUMENT CORP,Mettler Toledo,first_1_words,TRUE
3442,MICROAIRE SURGICAL INSTRUMENTS,MicroAire,first_1_words,TRUE
3443,MICROM INTERNATIONAL GMBH,Microm,first_1_words,TRUE
3444,MICROM International GmbH,Microm,first_1_words,TRUE
3448,MIDLAND MFG CO INC,Midland,first_1_words,TRUE
3449,MIDMARK CORP,Midmark Diagnostics Group,first_1_words,TRUE
3459,MIRA INC.,Mira,first_1_words,TRUE
3462,MITSUBISHI,Mitsubishi Electric,first_1_words,TRUE
3463,MITSUBISHI ELECTRONICS AMERICA INC,Mitsubishi Electric,first_1_words,TRUE
3474,MONAGHAN MEDICAL CORP.,Monaghan,first_1_words,TRUE
3475,MONARCH MARKING SYSTEMS,Monarch,first_1_words,TRUE
3476,MONARK,Monark Exercise,first_1_words,TRUE
3480,MOPEC Inc,Mopec,first_1_words,TRUE
3481,MORGAN INC,Morgan Scientific,first_1_words,TRUE
3482,MOTOROLA INC,Motorola,first_1_words,TRUE
3483,MOTOROLA SYMBOL,Motorola,first_1_words,TRUE
3504,Mabis Healthcare,Mabis,first_1_words,TRUE
3505,Mabis Healthcare Inc,Mabis,first_1_words,TRUE
3509,Macan Engineering and Mfg Co,Macan,first_1_words,TRUE
3511,Mada Inc,MADA Medical,first_1_words,TRUE
3514,Madsen A GN Otometrics Co,Madsen,first_1_words,TRUE
3525,Magnum Fitness,Magnum,first_1_words,TRUE
3526,Magstim Company Ltd.,Magstim,first_1_words,TRUE
3527,Magstim Inc.,Magstim,first_1_words,TRUE
3528,Maico Diagnostic,Maico,first_1_words,TRUE
3529,Maico Diagnostics,Maico,first_1_words,TRUE
3530,Maico Hearing Inst,Maico,first_1_words,TRUE
3531,Maico Hearing Instruments Inc,Maico,first_1_words,TRUE
3534,Mallinckrodt Imaging Solutions,Mallinckrodt,first_1_words,TRUE
3535,Mallinckrodt Inc,Mallinckrodt,first_1_words,TRUE
3536,Mallinckrodt Medical Inc,Mallinckrodt,first_1_words,TRUE
3537,Mallinckrodt Medical Inc.,Mallinckrodt,first_1_words,TRUE
3540,Maquet Getinge Group,MAQUET,first_1_words,TRUE
3541,Maquet Inc,MAQUET,first_1_words,TRUE
3548,Marco Equipment Inc,Marco Ophthalmic,first_1_words,TRUE
3551,Marco Technologies LLC,Marco Ophthalmic,first_1_words,TRUE
3552,Marconi Medical,Marconi,first_1_words,TRUE
3559,Marquette Electronics Inc,Marquette,first_1_words,TRUE
3565,Marvel Scientific,Marvel,first_1_words,TRUE
3566,Masimo,Masimo Set,first_1_words,TRUE
3567,Masimo Corp,Masimo Set,first_1_words,TRUE
3568,Masimo Corporation,Masimo Set,first_1_words,TRUE
3570,Mast Development Co,Mast Concepts,first_1_words,TRUE
3577,Matrix Fitness,Matrix Instruments,first_1_words,TRUE
3578,Matrix Fitness Systems,Matrix Instruments,first_1_words,TRUE
3585,Maxtec Inc,Maxtec,first_1_words,TRUE
3586,Maxtec LLC,Maxtec,first_1_words,TRUE
3587,"Maxtec, Inc.",Maxtec,first_1_words,TRUE
3594,McKESSON CORP,McKesson,first_1_words,TRUE
3595,McKesson Corp,McKesson,first_1_words,TRUE
3596,McKesson Corp.,McKesson,first_1_words,TRUE
3597,McKesson Medical-Surgical Div McKesson Corp,McKesson,first_1_words,TRUE
3600,Mckesson Corp,McKesson,first_1_words,TRUE
3611,Mecta Corp,Mecta,first_1_words,TRUE
3621,MedRad (Bayer),Medrad,first_1_words,TRUE
3623,MedTec Inc,MedTec,first_1_words,TRUE
3625,MedX Health Corp,MEDX,first_1_words,TRUE
3627,MedaSonics Inc,Medasonics,first_1_words,TRUE
3629,Medco Manufacturing,Medco Products,first_1_words,TRUE
3633,Medela Inc,Medela,first_1_words,TRUE
3637,Medex Inc,Medex Biomedical,first_1_words,TRUE
3638,"Medex Medical, Inc.",Medex Biomedical,first_1_words,TRUE
3641,Medgyn Products Inc,Medgyn,first_1_words,TRUE
3651,Mediaid Inc.,Mediaid,first_1_words,TRUE
3687,Medicor Corp,Medicor Imaging,first_1_words,TRUE
3692,Medisafe America,Medisafe,first_1_words,TRUE
3693,Medisafe America LLC,Medisafe,first_1_words,TRUE
3703,Medivance Inc.,Medivance,first_1_words,TRUE
3705,Medivators (Cantel Medical) (now STERIS),Medivators,first_1_words,TRUE
3706,Medivators Corp A Cantel Medical Co,Medivators,first_1_words,TRUE
